income,employment_length,debt_ratio,credit_score,loan_purpose,default_risk
17326,15,0.47,609,home,0
42057,2,0.26,682,car,0
41572,5,0.23,700,home,0
57190,20,0.26,596,car,0
10627,22,0.49,519,home,1
88235,12,0.29,667,business,0
57965,0,0.18,709,education,0
52233,28,0.74,645,car,1
67723,20,0.53,628,education,0
85154,13,0.23,761,personal,0
63061,1,0.48,509,personal,1
64232,1,0.15,700,education,0
51960,26,0.56,704,business,0
47877,14,0.37,595,education,0
42863,26,0.18,488,education,0
37608,17,0.25,703,education,0
39694,8,0.38,672,car,0
29741,25,0.75,749,car,0
48861,2,0.24,610,education,0
24729,3,0.19,662,business,0
52863,14,0.51,532,personal,1
49455,4,0.55,700,personal,0
52204,29,0.17,542,personal,0
42168,19,0.33,647,home,0
96152,19,0.31,577,business,0
70401,4,0.25,673,car,0
31331,9,0.35,636,personal,0
53493,15,0.13,634,car,0
40879,24,0.62,645,car,0
34782,11,0.89,652,car,1
29898,24,0.61,748,car,0
56483,29,0.39,683,education,0
39779,13,0.63,602,car,1
64517,21,0.56,607,home,0
64906,10,0.78,720,car,0
70608,27,0.6,575,personal,1
37214,29,0.61,650,car,0
57130,18,0.28,531,personal,0
59486,5,0.43,641,car,0
42887,9,0.38,572,business,0
38423,19,0.11,604,education,0
74142,2,0.35,663,personal,0
53412,21,0.49,692,home,0
59539,14,0.58,599,car,0
37668,10,0.85,728,personal,1
31710,21,0.29,567,education,0
41458,1,0.22,704,car,0
48139,24,0.8,620,education,1
34036,23,0.85,716,home,1
49852,5,0.49,620,personal,0
24672,16,0.19,601,home,0
33199,27,0.49,692,education,0
60063,17,0.19,680,business,0
59056,3,0.81,612,business,1
44121,22,0.67,687,personal,0
34733,8,0.29,640,car,0
34588,9,0.81,660,home,1
44400,20,0.61,673,business,0
59667,25,0.86,551,business,1
63923,1,0.88,650,car,1
42552,28,0.1,547,home,0
32697,10,0.2,576,education,0
54017,10,0.54,642,business,0
37646,10,0.86,718,personal,1
42226,0,0.9,633,personal,1
69879,25,0.55,625,education,0
62406,13,0.24,618,car,0
52369,28,0.23,677,car,0
30921,29,0.71,571,business,1
53170,0,0.57,551,business,1
65939,20,0.54,744,business,0
44365,29,0.47,678,education,0
70266,22,0.68,600,education,1
69391,24,0.79,605,business,1
74955,8,0.34,611,car,0
54578,23,0.28,558,home,0
58810,0,0.64,628,business,1
71212,20,0.83,651,car,1
56710,21,0.38,744,car,0
42481,21,0.32,657,personal,0
43271,3,0.28,701,home,0
53578,0,0.3,629,business,0
30641,18,0.21,617,home,0
47851,9,0.58,649,business,0
66448,14,0.32,709,home,0
17131,19,0.59,608,home,0
73017,3,0.17,665,car,0
66835,28,0.19,663,home,0
43103,19,0.53,648,home,0
58150,13,0.51,710,business,0
50047,4,0.32,652,car,0
68449,28,0.76,640,home,1
64740,14,0.25,646,car,0
28998,14,0.39,501,car,1
58808,26,0.54,638,education,0
46915,24,0.79,575,business,1
51242,15,0.43,635,education,0
39077,15,0.42,648,car,0
76222,3,0.56,682,home,0
65600,24,0.35,790,business,0
38903,8,0.67,744,personal,0
29980,0,0.3,649,business,0
44214,4,0.76,689,education,0
56517,8,0.32,621,business,0
53603,19,0.89,663,home,1
68796,4,0.35,664,business,0
61848,3,0.8,581,personal,1
64543,28,0.42,617,education,0
54902,15,0.3,531,education,0
29160,1,0.28,637,car,0
47064,25,0.78,647,education,1
65901,15,0.35,644,personal,0
49227,17,0.37,579,personal,0
57546,1,0.26,644,education,0
45218,15,0.87,661,business,1
34552,28,0.3,682,personal,0
48149,0,0.3,668,education,0
54635,15,0.86,628,education,1
40164,2,0.82,640,business,1
46464,14,0.3,667,education,0
35908,29,0.79,620,home,1
66788,10,0.3,590,car,0
45583,9,0.17,623,personal,0
71791,16,0.76,677,business,1
72931,3,0.72,700,business,0
48784,16,0.34,715,car,0
34873,3,0.17,590,home,0
18711,18,0.27,784,car,0
27919,24,0.72,600,education,1
29392,0,0.87,634,business,1
70677,13,0.31,733,education,0
51737,23,0.75,533,business,1
55844,10,0.28,659,business,0
16693,24,0.64,629,education,0
32030,27,0.17,552,car,0
63306,6,0.57,553,personal,1
54301,16,0.32,728,personal,0
47791,3,0.84,686,car,1
58472,9,0.33,716,home,0
74536,16,0.42,577,car,0
46684,3,0.77,670,car,1
51040,18,0.45,808,car,0
52888,17,0.29,633,personal,0
85881,16,0.54,653,business,0
18509,5,0.77,650,home,1
60248,27,0.45,642,home,0
48277,6,0.21,595,home,0
58501,5,0.41,653,education,0
40139,24,0.86,763,car,0
49265,11,0.16,646,business,0
60671,8,0.43,735,business,0
96693,17,0.62,849,education,0
62120,1,0.16,593,personal,0
37279,24,0.38,687,education,0
43643,16,0.85,568,education,1
43198,20,0.12,640,car,0
23065,0,0.7,824,personal,0
45048,22,0.77,695,education,0
60992,8,0.32,671,business,0
30886,5,0.27,567,car,0
65727,29,0.83,607,personal,1
57316,1,0.71,591,business,1
38986,5,0.19,577,home,0
47877,8,0.27,708,car,0
73974,2,0.6,698,business,0
61003,15,0.44,638,education,0
50131,24,0.5,611,education,0
46434,23,0.86,700,car,1
51149,14,0.44,767,personal,0
42323,28,0.81,719,education,0
18428,11,0.63,657,business,0
80632,22,0.2,714,home,0
52329,7,0.7,717,personal,0
55972,25,0.52,660,car,0
49131,5,0.28,660,education,0
38973,2,0.33,613,personal,0
47211,22,0.55,708,home,0
26009,3,0.58,638,personal,0
84156,26,0.87,581,personal,1
31482,9,0.78,583,car,1
34520,13,0.26,647,home,0
43396,20,0.72,583,home,1
69321,23,0.11,840,personal,0
50217,14,0.2,684,education,0
31457,6,0.26,615,personal,0
68815,6,0.58,662,business,0
60965,7,0.26,701,education,0
58076,9,0.39,665,car,0
60736,18,0.29,582,home,0
85915,18,0.37,642,education,0
82776,1,0.85,633,car,1
39699,14,0.9,618,personal,1
74358,0,0.65,591,car,1
55747,9,0.56,711,business,0
57486,5,0.67,682,car,0
24615,21,0.72,682,education,0
47444,12,0.69,520,home,1
37807,9,0.17,622,education,0
62420,11,0.35,737,education,0
66066,23,0.37,677,home,0
18882,29,0.4,568,business,0
49669,5,0.38,766,education,0
66827,5,0.73,480,home,1
47199,0,0.7,658,home,1
60935,11,0.1,770,education,0
55267,22,0.34,540,home,0
55124,22,0.6,616,personal,0
45930,9,0.2,551,education,0
31751,24,0.16,748,business,0
33177,13,0.76,592,personal,1
60640,14,0.46,719,business,0
50291,27,0.78,747,education,0
47922,22,0.76,560,car,1
43641,23,0.81,545,home,1
45422,3,0.14,683,personal,0
65703,24,0.25,704,education,0
44971,29,0.34,645,home,0
29884,0,0.21,651,car,0
61154,7,0.49,753,business,0
46926,2,0.74,633,education,1
50470,13,0.86,746,education,0
74113,16,0.81,609,car,1
49691,1,0.47,817,business,0
54337,14,0.61,588,education,1
32316,5,0.28,732,home,0
46704,4,0.42,582,car,0
59142,13,0.8,705,education,1
26669,18,0.12,649,business,0
53012,8,0.53,669,personal,0
51511,7,0.8,696,education,1
50619,28,0.2,667,business,0
65557,2,0.89,661,car,1
55016,17,0.11,519,business,0
72171,7,0.81,746,business,0
35096,15,0.38,757,car,0
52038,29,0.21,642,personal,0
51267,14,0.23,688,home,0
33961,20,0.66,745,personal,0
64344,14,0.8,692,home,1
84870,15,0.61,612,home,1
49744,24,0.84,565,home,1
57575,0,0.77,694,education,1
51267,9,0.11,659,personal,0
39296,18,0.64,649,business,0
22688,4,0.34,596,education,0
39413,17,0.46,626,car,0
29120,2,0.18,673,car,0
75561,3,0.33,629,home,0
48273,3,0.61,652,education,0
44811,10,0.27,647,education,0
63337,8,0.62,696,car,0
33173,0,0.84,549,business,1
38497,27,0.1,625,personal,0
51021,24,0.73,572,personal,1
65431,15,0.61,660,home,0
57525,8,0.14,593,home,0
53724,10,0.73,715,home,0
51171,5,0.28,621,car,0
56003,26,0.31,609,car,0
53024,16,0.17,591,personal,0
34550,26,0.53,667,home,0
50691,28,0.5,561,education,0
33894,11,0.38,643,business,0
51216,21,0.24,641,car,0
42790,7,0.77,613,home,1
88090,15,0.8,665,home,1
49401,4,0.53,617,car,0
28936,20,0.3,669,personal,0
47987,0,0.18,611,personal,0
57790,16,0.79,597,personal,1
75100,23,0.18,667,personal,0
41158,28,0.11,706,education,0
26263,20,0.48,849,home,0
62252,7,0.69,626,personal,1
29291,9,0.47,704,personal,0
43457,17,0.14,618,business,0
46135,14,0.65,702,business,0
48955,19,0.61,741,home,0
60337,12,0.65,659,car,0
39745,26,0.27,699,personal,0
45894,29,0.74,681,education,0
49785,9,0.48,650,business,0
52243,8,0.53,620,personal,0
51467,12,0.54,625,car,0
56540,2,0.33,557,education,0
62657,21,0.3,722,business,0
55889,26,0.1,780,car,0
56803,22,0.42,551,car,0
26266,2,0.49,722,education,0
50753,0,0.69,646,education,1
57192,1,0.15,605,business,0
60934,10,0.84,660,education,1
39614,13,0.31,593,personal,0
40114,9,0.39,666,education,0
41388,6,0.14,629,car,0
58046,22,0.62,625,education,0
65508,27,0.67,732,business,0
43888,0,0.84,527,personal,1
63619,25,0.37,610,education,0
51852,6,0.31,511,personal,0
48135,14,0.68,659,education,0
46829,25,0.67,615,personal,1
61199,10,0.85,599,education,1
54883,5,0.26,669,education,0
84137,26,0.66,692,home,0
37216,21,0.15,732,car,0
57771,6,0.48,850,business,0
42061,6,0.2,610,business,0
36960,0,0.62,602,home,1
49836,9,0.58,650,education,0
52060,20,0.14,656,car,0
93772,14,0.36,771,personal,0
47237,29,0.42,686,home,0
33047,29,0.3,583,business,0
54095,7,0.13,579,business,0
18880,23,0.36,697,business,0
48620,18,0.73,635,education,1
50240,2,0.39,749,personal,0
61919,22,0.36,686,personal,0
64604,14,0.85,576,personal,1
42446,3,0.13,567,education,0
47740,5,0.71,674,business,0
38508,24,0.49,626,business,0
33079,9,0.86,729,education,1
54648,17,0.41,673,car,0
30896,15,0.67,672,education,0
43780,17,0.16,563,education,0
35072,5,0.84,616,business,1
58245,18,0.38,646,personal,0
77021,16,0.52,518,business,1
30476,17,0.21,693,car,0
22204,29,0.86,709,home,1
48126,12,0.64,612,home,1
50235,6,0.14,738,education,0
53279,19,0.22,735,home,0
43305,11,0.42,686,personal,0
46990,1,0.27,645,business,0
55512,26,0.34,719,car,0
65606,11,0.9,545,car,1
20674,11,0.63,655,car,0
44465,23,0.84,590,business,1
53207,3,0.45,603,personal,0
36230,3,0.67,681,car,0
75967,17,0.47,593,home,0
40468,15,0.36,542,personal,0
49380,13,0.52,805,personal,0
58340,16,0.44,607,personal,0
41130,16,0.88,590,car,1
22301,2,0.5,733,personal,0
43570,5,0.75,607,car,1
65441,22,0.63,561,home,1
44946,12,0.48,585,home,0
37303,8,0.48,619,home,0
63885,20,0.37,575,home,0
45038,8,0.19,591,personal,0
42347,7,0.71,618,personal,1
52241,16,0.83,718,car,1
61561,15,0.27,795,home,0
85725,15,0.84,727,education,1
62408,26,0.29,634,home,0
67397,27,0.52,551,business,1
42410,18,0.37,699,education,0
34611,23,0.19,578,business,0
50934,15,0.14,624,education,0
51607,24,0.39,763,car,0
33822,13,0.14,769,personal,0
47370,19,0.18,662,car,0
55989,13,0.21,735,education,0
55405,13,0.1,733,home,0
57564,13,0.22,696,car,0
54364,11,0.56,631,education,0
42394,5,0.76,611,home,1
42291,19,0.25,653,personal,0
32015,12,0.16,560,education,0
76771,15,0.68,616,business,1
50201,8,0.11,691,business,0
46627,1,0.69,605,business,1
36068,21,0.2,758,home,0
94034,26,0.28,667,home,0
33900,28,0.2,704,car,0
43567,2,0.3,635,home,0
56237,9,0.74,694,education,0
59003,19,0.21,570,business,0
64368,1,0.9,679,personal,1
77114,26,0.36,686,business,0
57592,23,0.84,739,education,0
34159,9,0.25,509,personal,0
46145,7,0.25,602,car,0
54617,16,0.55,525,home,1
81023,25,0.14,591,education,0
29032,21,0.74,642,home,1
68038,0,0.45,691,car,0
52698,5,0.66,807,personal,0
62567,6,0.24,744,education,0
48470,14,0.61,615,personal,0
37363,17,0.58,700,education,0
61263,8,0.7,735,car,0
59816,7,0.34,643,car,0
64580,24,0.85,645,car,1
49800,9,0.87,633,home,1
41002,28,0.79,683,business,1
26618,3,0.56,678,personal,0
62290,19,0.44,659,education,0
56358,27,0.15,771,personal,0
35513,7,0.86,720,business,1
41921,0,0.86,536,home,1
42998,7,0.11,524,home,0
27755,22,0.39,679,business,0
37734,11,0.8,642,education,1
32992,22,0.16,527,business,0
43812,24,0.26,516,home,0
38919,14,0.88,632,home,1
25594,12,0.78,667,personal,1
80338,15,0.83,670,education,1
68788,25,0.21,607,education,0
38314,22,0.27,611,home,0
54086,17,0.58,614,business,0
56261,0,0.5,684,home,0
67866,16,0.34,542,personal,0
37720,15,0.81,651,business,1
66381,22,0.82,721,home,0
41781,4,0.33,625,education,0
29962,19,0.22,661,personal,0
60862,20,0.22,679,home,0
69361,9,0.49,603,home,0
88818,25,0.21,642,car,0
32004,5,0.48,558,business,0
60483,11,0.47,684,car,0
43852,9,0.81,661,education,1
61750,21,0.34,731,business,0
27942,16,0.55,711,personal,0
31058,1,0.69,732,business,1
38361,18,0.58,736,home,0
51184,19,0.86,599,home,1
40383,5,0.58,683,home,0
59885,27,0.82,697,business,1
65403,27,0.3,606,home,0
58993,26,0.55,736,home,0
74281,12,0.53,642,car,0
56237,8,0.89,694,home,1
31746,11,0.26,727,car,0
70450,17,0.21,679,education,0
40922,7,0.59,776,business,0
63656,24,0.28,819,car,0
73606,17,0.61,651,business,0
56850,24,0.88,717,business,1
27557,22,0.86,815,personal,0
36226,24,0.28,606,car,0
69841,21,0.24,454,home,0
47463,1,0.55,717,personal,0
51193,7,0.57,622,car,0
61382,9,0.63,565,car,1
60444,8,0.69,600,education,1
54181,27,0.58,540,home,1
46869,23,0.19,768,education,0
45309,17,0.73,751,business,0
62868,7,0.16,633,home,0
58303,18,0.12,639,education,0
46140,2,0.72,663,education,1
66231,8,0.54,767,home,0
48064,12,0.66,575,car,1
37225,8,0.41,638,business,0
38615,24,0.11,737,personal,0
35318,19,0.36,626,personal,0
45913,11,0.59,591,personal,1
68505,29,0.28,661,business,0
37923,22,0.65,525,home,1
52827,12,0.74,676,home,1
40149,7,0.46,632,home,0
46095,14,0.8,694,personal,1
27349,28,0.78,601,car,1
46691,12,0.8,681,education,1
47094,20,0.63,664,personal,0
58104,12,0.34,567,business,0
53349,16,0.49,583,home,0
32024,14,0.67,736,education,0
66262,24,0.27,717,home,0
53154,21,0.69,528,home,1
52975,18,0.54,619,home,0
49862,2,0.18,672,car,0
42233,13,0.55,687,education,0
53267,29,0.15,669,personal,0
57133,9,0.11,676,car,0
23796,16,0.81,624,business,1
41918,28,0.49,662,business,0
46175,7,0.53,581,personal,0
53842,17,0.32,624,education,0
67899,11,0.53,504,personal,1
38423,16,0.24,576,car,0
42530,22,0.7,588,education,1
42311,29,0.76,591,business,1
37977,10,0.78,701,education,0
44792,8,0.19,539,education,0
61562,21,0.55,605,education,0
34192,23,0.75,695,personal,0
56417,23,0.2,557,home,0
24471,24,0.18,738,car,0
41579,22,0.75,662,education,1
45057,24,0.74,698,education,0
75122,14,0.46,583,personal,0
45877,8,0.19,596,car,0
16981,11,0.51,640,car,0
20016,10,0.42,706,business,0
50510,16,0.51,704,car,0
59206,5,0.45,677,car,0
55631,27,0.55,634,education,0
52513,7,0.68,596,home,1
67433,9,0.72,723,education,0
41906,24,0.62,625,personal,0
63423,14,0.26,542,car,0
25519,3,0.42,582,home,0
36425,28,0.16,600,education,0
22894,17,0.46,626,business,0
45877,10,0.88,644,personal,1
49306,8,0.61,554,personal,1
51711,8,0.22,616,personal,0
50928,27,0.31,624,education,0
36086,7,0.15,635,home,0
47146,2,0.25,595,home,0
27538,20,0.49,823,car,0
70448,17,0.38,625,home,0
45445,13,0.26,608,business,0
42666,2,0.22,573,personal,0
73834,16,0.62,703,education,0
31366,3,0.55,520,personal,1
33116,20,0.77,525,personal,1
33556,27,0.25,647,business,0
48981,17,0.78,682,personal,1
56474,14,0.56,643,personal,0
61095,18,0.31,792,business,0
88579,27,0.32,613,business,0
16258,21,0.41,628,home,0
59131,5,0.47,647,personal,0
41643,14,0.17,652,car,0
41203,6,0.77,641,car,1
40703,11,0.2,637,car,0
36368,15,0.49,558,business,0
75267,8,0.41,698,personal,0
62634,19,0.51,718,home,0
50347,4,0.81,616,personal,1
70265,10,0.89,646,car,1
27312,1,0.12,758,education,0
30039,21,0.41,597,car,0
17330,15,0.75,664,business,1
39508,3,0.36,656,personal,0
52425,4,0.62,762,business,0
51542,6,0.89,780,home,0
52240,5,0.62,705,personal,0
28834,23,0.19,850,personal,0
62047,21,0.77,652,personal,1
53594,9,0.87,337,education,1
60995,13,0.67,614,personal,1
21608,7,0.44,618,education,0
54672,28,0.86,758,personal,0
32183,13,0.87,636,car,1
44040,13,0.85,742,home,0
58015,19,0.43,706,personal,0
51366,27,0.73,670,business,1
37226,22,0.62,678,car,0
50094,2,0.24,669,business,0
27026,0,0.53,729,business,0
67254,28,0.7,632,education,1
46920,8,0.82,623,home,1
66778,8,0.79,678,business,1
42102,21,0.22,663,car,0
42146,1,0.49,635,home,1
38537,15,0.48,802,car,0
63142,7,0.82,699,business,1
39358,25,0.1,610,home,0
59668,5,0.69,691,personal,0
44263,22,0.59,584,business,1
20360,12,0.84,569,business,1
41445,0,0.47,706,education,0
32313,18,0.63,589,car,1
50508,14,0.88,652,personal,1
32143,0,0.7,577,home,1
63889,9,0.15,629,business,0
48633,0,0.23,619,business,0
47336,27,0.76,643,personal,1
59838,11,0.37,811,business,0
64458,10,0.66,739,car,0
49698,28,0.66,642,home,0
38431,16,0.89,635,personal,1
23390,3,0.48,600,personal,0
39709,28,0.69,577,education,1
40741,22,0.14,639,home,0
51605,6,0.47,743,personal,0
44822,11,0.25,428,business,1
60318,12,0.77,721,home,0
40805,4,0.77,730,car,0
49144,27,0.29,500,personal,0
67759,5,0.35,652,car,0
55127,1,0.66,619,personal,1
49099,20,0.69,638,business,1
40970,6,0.63,665,education,0
40501,13,0.9,672,business,1
37240,24,0.79,554,car,1
41884,21,0.43,763,home,0
61334,27,0.36,616,car,0
46671,13,0.58,834,education,0
29753,9,0.75,584,personal,1
76522,3,0.48,575,personal,0
54799,2,0.69,672,car,0
28895,24,0.12,712,home,0
43372,22,0.84,739,personal,0
51663,26,0.72,580,personal,1
75568,13,0.42,626,education,0
33378,28,0.41,780,education,0
64640,5,0.18,624,home,0
70992,22,0.75,712,personal,0
40570,14,0.71,517,business,1
45837,7,0.6,537,car,1
34455,4,0.18,717,personal,0
46948,2,0.31,639,car,0
49451,2,0.47,702,personal,0
59894,12,0.31,606,education,0
66352,1,0.45,534,home,1
38778,23,0.28,656,business,0
20490,0,0.38,552,education,1
49681,11,0.62,658,home,0
54403,7,0.81,582,education,1
53741,18,0.41,695,car,0
45099,8,0.65,631,personal,1
51871,27,0.21,628,education,0
72731,13,0.53,673,home,0
55726,27,0.84,715,personal,1
44399,26,0.12,662,car,0
42497,17,0.31,774,car,0
47452,9,0.21,771,business,0
74551,8,0.53,600,personal,0
47250,5,0.64,571,car,1
49703,0,0.15,564,education,0
42765,4,0.16,776,car,0
66484,9,0.8,564,car,1
79397,24,0.46,622,car,0
56759,12,0.47,650,business,0
51241,21,0.86,773,home,0
50551,22,0.36,558,car,0
14235,3,0.82,726,home,0
61177,0,0.88,650,personal,1
52012,20,0.29,641,home,0
56425,1,0.51,648,personal,1
39328,23,0.53,600,business,0
44233,3,0.79,620,personal,1
43834,16,0.34,599,personal,0
65324,9,0.74,558,education,1
44318,22,0.88,567,business,1
81239,11,0.77,732,car,0
56462,26,0.83,625,business,1
30864,1,0.67,696,education,1
48071,2,0.82,637,personal,1
40224,13,0.23,636,business,0
17084,24,0.67,644,education,0
73992,14,0.69,701,car,0
60547,12,0.45,601,personal,0
57998,8,0.16,639,business,0
52481,1,0.6,713,business,0
29269,18,0.14,725,personal,0
42745,15,0.41,753,business,0
62626,10,0.41,582,personal,0
34231,11,0.9,605,education,1
12023,24,0.34,636,personal,0
46593,0,0.76,557,car,1
47873,1,0.14,711,personal,0
52033,15,0.52,670,business,0
60927,26,0.53,639,personal,0
59564,1,0.6,722,personal,0
53881,25,0.75,597,personal,1
67932,29,0.71,729,car,0
27215,18,0.71,771,car,0
57568,9,0.45,671,business,0
59398,18,0.68,649,business,0
31406,9,0.49,661,personal,0
27456,15,0.15,552,home,0
38810,12,0.81,636,education,1
40076,15,0.81,794,personal,0
61301,17,0.36,798,education,0
40781,23,0.83,656,car,1
37154,7,0.71,611,business,1
40825,23,0.42,722,home,0
66779,17,0.37,647,business,0
50195,12,0.88,716,car,1
47311,24,0.67,597,personal,1
48349,26,0.4,671,car,0
69380,6,0.61,624,home,0
38762,27,0.56,649,personal,0
69732,20,0.52,610,personal,0
53157,22,0.62,640,home,0
47593,23,0.53,671,business,0
87513,24,0.62,698,personal,0
34165,17,0.83,638,business,1
44694,5,0.89,751,education,1
31513,8,0.67,559,home,1
64286,28,0.84,545,education,1
75337,5,0.79,608,personal,1
75048,17,0.34,650,home,0
68359,16,0.85,763,personal,0
47035,11,0.16,636,home,0
44521,2,0.36,583,business,0
24932,26,0.61,605,car,1
80538,4,0.52,655,car,0
57034,6,0.53,574,home,0
42620,9,0.74,785,education,0
69920,9,0.26,486,home,0
35408,18,0.89,596,business,1
56099,24,0.45,610,education,0
47410,25,0.86,581,home,1
59580,27,0.41,697,home,0
49046,3,0.58,604,personal,0
28236,9,0.46,693,business,0
51133,17,0.64,760,business,0
65732,2,0.25,736,car,0
49561,20,0.42,661,personal,0
61626,2,0.15,650,education,0
34317,4,0.58,711,car,0
49606,15,0.87,629,business,1
40632,19,0.14,615,home,0
61204,12,0.63,580,personal,1
50472,10,0.72,671,business,0
60351,25,0.27,576,business,0
66315,12,0.32,600,personal,0
60374,18,0.26,797,business,0
54096,27,0.34,697,car,0
35026,5,0.19,678,personal,0
49958,23,0.4,599,business,0
42003,12,0.4,703,business,0
44839,27,0.75,578,personal,1
44381,3,0.74,543,home,1
35301,24,0.74,611,education,1
20639,21,0.55,567,personal,1
39977,4,0.36,682,home,0
52900,18,0.43,675,business,0
29777,4,0.35,665,car,0
50235,20,0.57,690,business,0
78504,13,0.85,687,business,1
65345,27,0.33,602,home,0
74653,27,0.47,683,personal,0
55866,3,0.62,671,education,0
67512,11,0.78,606,education,1
39140,5,0.3,624,personal,0
40334,18,0.32,709,personal,0
10000,9,0.81,557,car,1
67792,0,0.16,673,personal,0
73104,22,0.58,642,car,0
41702,22,0.79,648,personal,1
46190,27,0.84,630,car,1
38692,15,0.11,679,personal,0
55739,3,0.4,539,personal,0
66873,8,0.31,667,education,0
23858,27,0.55,576,business,1
56141,17,0.61,722,business,0
45849,28,0.9,559,car,1
51700,16,0.51,482,home,1
56884,14,0.54,531,education,1
47176,18,0.43,646,personal,0
48446,6,0.22,541,education,0
46791,24,0.34,558,home,0
64554,17,0.3,601,education,0
56281,5,0.74,687,home,0
53308,18,0.54,596,home,0
30935,20,0.34,635,home,0
44321,11,0.49,634,home,0
63480,24,0.28,548,home,0
50565,2,0.25,678,personal,0
59892,0,0.79,807,education,0
76497,4,0.86,529,business,1
65579,0,0.16,588,business,0
51397,7,0.71,560,personal,1
42335,6,0.46,636,car,0
11696,14,0.41,548,home,0
47474,10,0.65,737,education,0
45109,17,0.31,748,home,0
55855,13,0.12,698,home,0
47691,26,0.27,715,business,0
45194,8,0.25,658,home,0
23309,4,0.13,725,education,0
35900,22,0.36,628,education,0
57149,3,0.48,612,business,0
75738,11,0.69,696,personal,0
48537,28,0.36,623,business,0
54917,0,0.26,799,business,0
64287,29,0.28,723,home,0
37836,23,0.81,610,car,1
55502,12,0.26,638,personal,0
38892,0,0.8,640,personal,1
62972,2,0.46,597,personal,0
52271,21,0.85,712,home,1
54476,7,0.43,588,business,0
38261,23,0.24,643,home,0
60605,17,0.54,596,education,0
81270,24,0.57,611,car,0
34881,15,0.61,703,car,0
44903,19,0.43,697,home,0
53474,19,0.14,625,business,0
61796,29,0.6,729,personal,0
41606,15,0.85,690,education,1
10000,1,0.87,658,education,1
70387,16,0.58,713,car,0
61407,9,0.12,749,business,0
23855,6,0.18,680,personal,0
40886,26,0.77,669,car,1
73522,9,0.76,515,business,1
71716,18,0.86,668,personal,1
64079,19,0.55,682,home,0
47358,26,0.79,672,business,1
51244,8,0.76,586,education,1
48036,21,0.57,601,business,0
66923,29,0.73,700,business,0
36862,16,0.2,622,business,0
37913,8,0.61,662,personal,0
65154,8,0.86,502,personal,1
49334,4,0.23,648,home,0
70677,23,0.7,706,home,0
39927,6,0.36,671,personal,0
49178,10,0.75,640,personal,1
36163,7,0.66,576,car,1
50110,24,0.84,524,business,1
27821,13,0.67,595,business,1
42685,1,0.43,722,education,0
28456,9,0.11,646,personal,0
60408,20,0.73,698,personal,0
60748,23,0.43,750,home,0
24046,15,0.64,658,home,0
70008,15,0.18,709,business,0
87461,18,0.81,729,business,0
50690,26,0.45,552,personal,0
40383,10,0.84,596,business,1
92364,5,0.67,532,personal,1
30215,5,0.2,522,education,0
50301,6,0.56,615,education,0
52694,15,0.83,632,car,1
70177,12,0.74,518,home,1
55396,26,0.43,681,car,0
42520,2,0.86,615,education,1
35732,23,0.31,750,business,0
44872,23,0.4,662,home,0
34896,8,0.7,662,home,0
50717,23,0.29,635,car,0
41537,2,0.51,641,home,0
27589,5,0.68,675,education,0
68827,24,0.62,713,business,0
42534,16,0.22,556,car,0
30977,2,0.6,591,business,1
47476,1,0.56,670,car,1
51025,11,0.55,647,personal,0
23802,23,0.76,705,home,0
54974,5,0.25,602,personal,0
34292,9,0.7,738,home,0
75665,10,0.71,613,personal,1
57859,15,0.68,627,business,1
44001,26,0.5,726,education,0
38822,15,0.42,689,car,0
48425,23,0.42,788,home,0
59191,17,0.69,716,car,0
49617,26,0.5,740,education,0
46742,21,0.37,629,personal,0
50875,22,0.6,741,business,0
40942,23,0.77,654,car,1
44851,8,0.15,494,personal,0
18713,20,0.88,683,home,1
64605,26,0.18,689,car,0
54481,18,0.51,573,car,0
38398,1,0.55,675,home,1
78481,23,0.21,658,education,0
51305,0,0.83,734,personal,1
34457,25,0.48,680,car,0
62851,15,0.21,650,personal,0
55970,21,0.67,556,business,1
55918,17,0.63,512,personal,1
43613,2,0.87,738,personal,1
56757,23,0.45,677,home,0
46073,0,0.31,633,personal,0
58339,5,0.15,688,education,0
21425,18,0.69,633,personal,1
43491,21,0.59,509,business,1
75832,18,0.88,720,personal,1
38493,10,0.67,729,home,0
40942,26,0.85,626,business,1
43280,7,0.89,647,home,1
31777,4,0.44,607,education,0
16875,19,0.22,779,education,0
46541,8,0.26,734,home,0
52037,14,0.35,593,education,0
49212,20,0.51,692,home,0
47826,27,0.2,588,car,0
50645,13,0.34,593,personal,0
65342,3,0.35,618,car,0
47143,23,0.1,607,education,0
41388,23,0.38,540,home,0
45783,7,0.19,742,home,0
58690,19,0.44,664,home,0
71180,28,0.26,758,home,0
40577,16,0.76,638,personal,1
51484,1,0.16,547,business,0
55075,19,0.79,721,car,0
35111,15,0.56,668,education,0
50306,9,0.47,631,home,0
28014,1,0.54,734,car,0
23464,10,0.4,555,business,0
55501,9,0.2,718,car,0
44241,29,0.71,700,education,0
53034,29,0.84,666,home,1
49731,18,0.86,546,education,1
35353,24,0.64,715,home,0
49321,24,0.43,702,business,0
31503,13,0.48,668,education,0
70864,10,0.63,646,car,0
29660,8,0.76,570,business,1
47063,6,0.4,571,education,0
34365,14,0.83,595,home,1
58556,19,0.36,539,business,0
45028,16,0.52,542,home,1
42219,2,0.87,618,personal,1
62798,14,0.85,556,car,1
50441,13,0.66,633,home,1
57749,7,0.36,654,education,0
35280,3,0.28,548,personal,0
